,Unnamed: 0,categories,text
1602,922.0,Sport,"
			Ẹkún Gbọn  Ikọ̀  Super Eagles Nàìjíríà Nígbà Tí Wọn  Kùnà Láti Pegedé Fún Ìdíje Ife Àgbáyé…		. 
    
				Ikọ̀ agbábọ́ọ̀lù Black Stars Ghana ti pegedé fún ìdíje ife àgbáyé Qatar 2022 látàrí bí wọ́n sẹ já ikọ̀ Super Eagles Nàìjíríà nínú ìfẹsẹ̀wọnsẹ̀ to waye  ọjọ́ Ìsẹ́gun, ni papa isere MKO Abila to wa ní ìlú Abuja.…			"
1603,923.0,Sport,"
			Ikọ̀ Super Eagles Ti Wà Ní Digbí Fún Ikọ̀ Black Stars Orílẹ̀ Èdè Ghana		. 
    
				Ikọ̀ Super Eagles ti Nàìjíríà ti kalẹ̀ sí pápá ìṣeré Moshood Abiola ní ìlú Abuja ní ìgbáradì fún ìfẹsẹ̀wọnsẹ̀ pẹ̀lú ikọ̀ Black Stars ti orílẹ̀ èdè Ghana láti mọ ikọ̀ tí yóò pegedé fún ife àgbáyé Qatar 2022.…			"
1604,924.0,Sport,"
			Ìdùnnú ṣubú layọ̀ àwọn ọmọ ẹgbẹ́ agbábọ́ọ́lù Flying Eagles		. 
    
				Ẹgbẹ́ agbábọ́ọ̀lù  Nàìjíríà ti ́ kò ju ogún ọdún lọ Flying Eagles, ti pegedé Fún ìdíje ife ẹ̀yẹ adúláwọ̀ 2023,pẹ̀lú àmì ayò méjì sí ọ̀kan fún orílẹ̀-èdè Ivory Coast, fún ìdí èyí, ó ti kójú òsùnwọ̀n fún…			"
1605,925.0,Sport,"
			Minamino Mi Ikọ̀ Southampton Tì Tì		. 
    
				Bákan náà lọmọ́ sorí fún ikọ̀ Southampton. Ìyà tó gbóná ni ikọ̀ Liverpool fi jẹ wọ́n níwájú àwọn olólùfẹ́ wọn pẹ̀lú àmì ayò 2-1.

Bo tilẹ jẹ pe awọm ogbongẹ atamatase ikọ Liverpool bi Sadio Mane, Mohammed Salah ati…			"
1606,926.0,Sport,"
			Ikọ̀ Newcastle United Kọ Ojú Arsenal Sí Òrùn Ọ̀sán Gangan; Ìdíje UEFA Champions League Bọ́…		. 
    
				Gbogbo akitiyan Arsenal lati kopa ninu idije ""UEFA Champions League"" fun saa ti o n bọ ti ja si pabo latari bi ikọ Newcastle United se da erupẹ si gaari wọn.

Ami ayo meji si odo (2-0) ni wọn ko le wọn lọwọ. Saka, atamatase Arsenal ti fi…			"
1607,927.0,World,"
			Liverpool fa aṣọ iyì Chelsea ya nígbà tí wọ́n jáwé olúborí nínú ìdíje FA CUP		. 
    
				Ẹgbẹ́ agbábọ̀ọ̀lù Chelsea bá Liverpool fa kàngbọ̀n lóri pápá, nígbàtí kò sí ẹni tó mi àwọ̀n nínú wọn tí wọ́n fi parí.

Liverpool ṣẹ̀dá àwọn àyè tó dára jùlọ ní ìdajì akọ́kọ́ pẹ̀lú Luis Diaz lọ́pọ̀lọpọ̀ ìgbà,…			"
1608,928.0,Sport,"
			Premier League: Ẹgbẹ́ Agbábọ̀ọ̀lù Tottenham bá Ẹgbẹ́ Agbábọ̀ọ̀lù Liverpool wọ̀ yàá àjà		. 
    
				Ẹgbẹ́ Agbábọ̀ọ̀lù Liverpool jìyà ńlá ní ìrètí rẹẹ̀ láti gba ipò kìnńí ní Premier League sùgbọ́n ófihàn pé ti wọn kọ́, nígbàtí wọ́n gba bọ́ọ̀lù kòsí ẹni tó jù 1-1 pẹ̀lu ẹgbẹ́ agbábọ̀ọ̀lù Tottenham.



Eré…			"
1609,929.0,Sport,"
			Brighton Se Ikọ̀ Man U Sìbá-Sìbo Pẹ̀lú Àmì Ayò 4-0		. 
    
				Àìsàn tó ń yọ ikọ̀ agbábọ́ọ̀lù Manchester United lẹ́nu kò ì tíì san rárá pẹ̀lú bí ikọ̀ Brighton & Holve Albion se nà wọ́n bí ẹní na asọ òkè. Àmì ayò mẹ́rin sí òdo ní wọ́n kó lé wọn lọ́wọ́.

Ipo kẹfa ni wọn…			"
1611,931.0,Sport,"
			Ọ̀gá àgbà fún ètò Ààbò ti CAF yóò dupò ààrẹ NFF		. 
    
				Olórí ètò ààbò,àkójọpọ̀ agbábọ́ọ́lù àfẹsẹ̀gbá adúláwọ̀,CAF, Dokita Christian Emeruwa ti kéde  èróńgbà rẹ̀ láti díje fún ipò ààrẹ ẹgbẹ́ agbábọ́ọ́lù Nàìjíríà.

Alakoso agba awọn agbabọọlu afẹsẹgba lọwọlọwọ…			"
1612,932.0,Sport,"
			Ẹgbẹ́ agbábọ̀ọ̀lù Arsenal fi idi Ẹgbẹ́ agbábọ̀ọ̀lù West Ham Janlẹ̀ ní ọjọ́ ìsinmi		. 
    
				Ẹgbẹ́ agbábọ̀ọ̀lù Arsenal gba aaye kẹrin lori Premier League lẹhin ti wọn dánáyá ẹgbẹ́ agbábọ̀ọ̀lù West Ham pẹ̀lúu àmi ayò méjì sí ọ̀kan. Rob Holding àti Gabriel Magalhaes ló mi àwọ̀n fún ẹgbẹ́ agbábọ̀ọ̀lù Arsenal ní…			"
1613,933.0,Sport,"
			Real Madrid 0- 4 Barcelona: Barcelona Fi Ẹ̀yìn Real Madrid Balẹ̀ Pẹ̀lú Ìyà Tó Nípọn		. 
    
				Sèbí ikọ̀ Real Madrid rò pé gbogbo ọjọ́ ni ọdún fún wọn; látàrí bí ó ti jẹ́ wípé ọdún kẹta rè é tí ikọ̀ Real Madrid ti ń fi ìyà jẹ Barcelona bọ̀ tí wọn kò sì le gba ara wọn lọ́wọ́ wọn. Wààyí o, akọ́nimọ̀ọ́gbá Xavi…			"
1614,934.0,Sport,"
			Ẹgbé Agbábọ̀ọ̀lù Real Madrid jáwé olúborí nínú ìdíje La liga ti ọdún 2022		. 
    
				Ẹgbé agbábọ̀ọ̀lù Real Madrid jáwé olúborí nínú ìdíje La liga nígbà tí wọ́n fi ẹgbé agbábọ̀ọ̀lù Espanyo ṣe eré ọwọ́ lóríi pápá pẹ̀lúu àmi àyò mẹ́rin sódo

Ẹgbé agbábọ̀ọ̀lù Madrid ò kúkú ní lò láti mi…			"
1615,935.0,Sport,"
			Ìfẹsẹ̀wọnsẹ̀ Tí Yóo Wáyé Láàrín Orílẹ̀ Èdè Nàìjíríà Àti Ghana Yóò…		. 
    
				Ìjọba Nàìjíríà àti Ghana ti fi dá àwọn ènìyàn lójú pé ìfẹsẹ̀wọnsẹ̀ tí yóo wáyé láàrín orílẹ̀ èdè méjèèjì fún ife ẹ̀yẹ àgbáyé FIFA 2022 láàrín àwọn orílẹ̀-èdè méjèejì ní ìparí oṣù yii yóò…			"
1624,944.0,Sport,"
			AFCON 2021: Ikọ̀ Super Eagles Na Sudan Bí Asọ Òkè Pẹ̀lú Àmì Ayò 3-1		. 
    
				Ní wàràǹsesà tí ìfẹsẹ̀wọnsẹ̀ náà ti bẹ̀rẹ̀ ni Super Eagles ti dáná sínú ààwọ̀n Sudan. Samuel Chukwueze, Taiwo Awoniyi pẹ̀lú Moses Simon ló jẹ goal fún ikọ̀ Supe Eagles. 
Ikọ super Eagles ti sọ ara wọn da ẹru jẹjẹ ninu…			"
1625,945.0,Sport,"
			Nigeria vs Sudan: Ikọ Super Eagles Nílò Láti Borí Ikọ̀ Sudan Láti Kógojá Sí Ipele Tó…		. 
    
				Ikọ̀ agbábọ́ọ̀lù Super Eagles Nàìjíríà àti Ikọ̀ Sudan yóo  máa fẹsẹ̀ sínú sòkòtò kan lóòní ọjọ́ Àbámẹ́ta, ní déédé agogo márùn-ún ìrọ̀lẹ́, ní pápá ìṣiré Stade Roumdé Adijia tó wà ní ìlú Garoua…			"
1626,946.0,Sport,"
			AFCON2021: Ayé Le O! Ikọ̀ Agbábọ́ọ̀lù Cameroon Fìyà To Nípọn Ethiopia (Cameroon 4- 1 Ethiopia)		. 
    
				Ikọ̀ Agbábọ́ọ̀lù Cameroon fi yé ikọ̀ Ethipia pé lákọ làwọn wà  bí ìbọn látàrí bí wọ́n ṣe fi ajáàdí apẹ̀rẹ̀ ru ìyà fún wọn nínú ìfẹsẹ̀wọnsẹ̀ ìsọ̀rí A.

Ami ayo merin si ọkan (4-1) ni esi ifẹsẹwọnsẹ naa. Ikọ Cameroon…			"
1628,948.0,Sport,"
			Ikọ̀ agbábọ́ọ̀lù Super Eagles bi odi Egypt wó lulẹ̀ wómú!pẹ̀lú ìyà àmì ayò kan 1-0		. 
    
				Ikọ̀ agbábọ́ọ̀lù Super Eagles jẹ́wọ́ fún ikọ̀ Egypt pé ""tí irin bá kan rin; ọ̀kan yóò tẹ̀ fún kàn ni"". Wàáyí o, ikọ̀ Egypt tẹ̀  fún ikọ̀ agbábọ́ọ̀lù Nàìjíríà nínú ìfẹsẹ́wọnsẹ̀ ọjọ́ Ìsẹ́gun nínú ìdíje AFCON 2021.…			"
1631,951.0,Sport,"
			Ìdíje AFCON yìí ni máa fi kádìí  fífarahàn nínú ìdíje AFCON fún Nàíjíríà: AHmed…		. 
    
				Ọmọ ẹgbẹ ikọ agbabọọlu Super Eagles Ahmed Musa sọ pe idije AFCON to n lọ lọwọlọwọ ni ilu Cameroon ni oun yoo fi kadi idije oun ninu idijẹ AFCON. Idije AFCON ti ọdun 2013 ti orilẹ ede South Africa gba alẹjo rẹ, ni AFCON akọkọ ti Musa kopa…			"
1632,952.0,Sport,"
			Ikọ Agbabọọlu Cameroon di agbọ̀n ìyà ru ikọ̀ Burkinafaso nínú ìdíje AFCON		. 
    
				Ikọ agbabọọlu Cameroon fi iya to nipọn je ikọ Burkina Faso ninu ifẹsẹwọnsẹ akọkọ ti AFCON to waye ni orilẹ-ede Cameroon lẹyin àádọ́ta ọdun ti won ti gbalejo idije yi.

Ikọ Burkina Faso lo kọkọ gba bọọlu wọnu awọn, ti wọn si jẹwọ fun ikọ…			"
1633,953.0,Sport,"
			Ikọ̀ Super Eagles Jẹ́ Olùdíje Tó Gbóúnjẹ Fẹ́gbẹ́,Gbàwo Bọ̀  –Amuneke		. 
    
				Agbabọọlu Super Eagles tẹlẹri, Emmanuel Amuneke gbagbọ pe bi o tilẹ jẹ pe Victor Osimhen  ko ni si nibi idije ife ẹyẹ orilẹ ede Afirika to n bọ nitori ifarapa; Amọ o, orilẹ  ede Naijiria ni oludije ti o dabi ẹni pe yoo gba ife ẹyẹ idije…			"
1635,955.0,Sport,"
			Jose Peseiro Ni Akọnimọgba Titun Fun Ikọ Super Eagles		. 
    
				Ajọ to n mojuto ere bọọlu alafẹsẹgba lorilẹ ede Naijiria (NFF) ti kede yiyan akọnimọgba titun,  ọmọ ilu Pọrtugal, Jose Peseiro gẹgẹ bii olukọni tuntun fun Super Eagles.

NFF ṣe ikede yii ninu atẹjade kan ti wọn fi sita ni ipari ipade…			"
1638,958.0,Sport,"
			Láti Orí Pápá Sí Orí Ìtẹ́, Lewis Hamilton Jẹ Oyè		. 
    
				Ògbóǹtarìgì awakọ̀ formula 1, ọmọ orílẹ̀-èdè Britian Lewis Hamilton ti gba oyè ""Knight"", lẹ́yin tí ó pàdánù eré ìje tí ó kópa nínú rẹ̀ ní ìlú Abu Dhabi.

Hamilton, ẹni ti o jawe olubori julo ninu  ere-ije formula…			"
1640,960.0,Sport,"
			Ó Mà Ṣe Ò! Ikọ̀ Agbábọ́lù Rivers United Ti Di Ẹrù Wọn Kúrò Nínú Ìdíje CAF		. 
    
				Lẹ́yin tí ikọ̀ agbábọ́lù Al Masry ti Egypt da ẹrùpẹ̀ sí gààrí ikọ̀ agbábọ́lù Rivers United ti  Nàìjíríà; ikọ̀ Rivers United ti di ẹrù wọn, wọ́n ti já kúrọ̀ nínú ìdíje CAF. Ọ̀kan sí òdo (1-0) ni ìfẹsẹ̀wọnsẹ̀ náà…			"
1641,961.0,Sport,"
			Ikọ̀ Agbábọ́ọ̀lù Morocco Fìyà Tó Nìpọn Jẹ Ikọ̀ Palestine Nínú Ìdíje FIFA Arab		. 
    
				Ikọ̀ agbábọ́ọ̀lù Morocco bẹ̀rẹ̀ ìdíje FIFA Arab  pẹ̀lú ọwọ́ agbára nígbà tí wọ́n fìyà tó nípon jẹ ikọ̀ agbábọ́ọ̀lù Palestine

Mohammed Nahiri lo kọkọ si ifẹsẹwọnsẹ na loju nigba ti o mi àwọ̀n lẹyin ogoji iseju. Lẹyin naa…			"
1644,964.0,Sport,"
			CAF Ṣé Ìfilọ́lẹ̀ Ìdíje Bọ́ọ̀lù Àwọn ilé-ìwé Ní Áfíríkà		. 
    
				Gẹ́gẹ́ bí ọnà látí ró àwọn Ilé-ìwé àti àwọn ọmọ akẹkọ lágbára ní ilẹ̀ Áfíríkà. L'ọ́ṣẹ́ yìí, CAF tí ṣé ìfilọ́lẹ̀ àwọn Ilé-ìwé ní ilẹ̀ Áfíríkà tí wọ́n pé ní ""Africa School Football Championship"" tí ń ṣé ìwúrí fún àwọn ọdọ.

Ìdíje Bọ́ọ̀lù…			"
1646,966.0,World,"
			Nàìjíríà Daro Ikú Gbajúgbajà Àgbábọ́ọ̀lù Pele		. 
    
				Ààrẹ Muhammadu Buhari tí dára pọ̀ mọ́ àwọn aṣáájú àgbáyé láti fi ìbànújẹ́ hàn lórí ikú gbajúgbajà agbabọ́ọ̀lù Brazil, Edson Arantes do Nascimento, tí a mọ̀ sí Pele tó kú ní ọjọ́bọ̀.

 Àgbábọ́ọ̀lù afẹsẹgba tó tóbi jùlọ́ ní àgbáyé tí kù…			"
1650,970.0,World,"
			Orílẹ̀-èdè Belarus Sọ Eléré-ìdárayá Òlímpííkìì Herasimenia Sí Ẹ̀wọ̀n		. 
    
				 

Ilé ẹjọ́ tó kalẹ̀ sí ìlú Minsk ti sọ eléré-ìdárayá àná, awedò, Aliaksandra Herasimenia àti ajajangbara olóṣèlú Alexander Opeykin sì ẹ̀wọ̀n ọdún méjìlá látàrí ìpè tí wọ́n pe láti gbé òté àti ìgbésẹ̀ lé ètò ààbò ìjọba àpapọ…			"
1651,971.0,Sport,"
			Àgbò tó fẹ̀yìn rìn, agbára ló lọ mú wá,Super Eagles fìyà Central Africa Republic jẹ…		. 
    
				Ṣé agbo to ba fẹyin rin ni, agbára lo lọ́ mú wa, eyi lo faa ti  Ikọ agbabọọlu  orilẹ ede Naijiria, Super Eagles se  lati gbẹ̀san ìyà ti ikọ̀ agbabọọlu orilẹ-ede Central African Republic fi jẹ wọn ni pápá isere Teslim Balogun ní…			"
1652,972.0,Sport,"
			Ìjọba Àpapọ̀ Bu Ọwọ́ Lu Ogóje Billioni Naira Fún Ẹ̀ka Eré Ìdárayá		. 
    
				Fún ìgbà àkọ́kọ́ nínú ètò ìdàgbàsókè ìlú Nàìjíríà, ìjọba ti fọwọ́ ìdókòwó mú ètò eré ìdárayá. Wọ́n sì ti pinnu láti mú owó tó tó ọgọ́rin billioni naira fún ìbúrẹ́kẹ ètò eré ìdárayá.

Ko tan…			"
1653,973.0,Sport,"
			Àjọ Àgbáyé Àwọn Eléré ìdárayá Tí Dínà Mọ́ Àwọn Eléré Kenya Mẹ́ta Kàn		. 
    
				Àwọn eléré ìdárayá mẹ́ta tí Kenya tí ní idinamọ fún àkókò àpapọ̀ ọdún mẹ́jọ lẹ́yìn tí wọ́n kùnà níbí ìdánwò oògùn - doping.

 Ẹ̀ka Athletics Integrity Unit (AIU) tí fi òfin dé aṣáájú eléré-ìje Alice Jepkemboi Kimutai ati Johnstone Kibet…			"
1658,978.0,World,"
			Ìdíje ẹrẹ́ bọ́ọ̀lù ìfẹsẹ̀wọnsẹ̀ àgbáyé: Rohr pe ikọ̀ agbábọ́ọ̀lù Super Eagles ọgbọ̀n (30)		. 
    
				Bi idije ere bọọlu ifẹsẹwọnsẹ ti agbaye yii se n sunmọ itosi,, akọnimọọngba  fun ikọ agbaabọọlu Super Eagles, Gernot Rohr ti pe awọn agbabọọlu ọgbọn (30)  ti yoo maa kopa ninu idije ere bọọlu agbaye (FIFA World Cup qualifying) ti yoo maa…			"
1659,979.0,Sport,"
			Uefa Àtí Fifa Gbógun Látí Dẹkùn Lìigi Tuntun		. 
    
				Uefa ati Fifa tí gbá àtìlẹ́yìn bí wọ́n ṣé gbógun látí ṣé idiwọ ẹdà lìigi tí a mọ̀ sí European Super League.

 Nínù ijabọ kàn tí Ilé-ẹjọ́ Ìdájọ́ tí Ìlú Yúrópù ṣé, agbẹnusọ rẹ̀ sọ pé àwọn òfin tí bọ́ọ̀lù afẹsẹgba tí Yúrópù àtí Àgbáyé ló ní…			"
1660,980.0,Sport,"
			Orílẹ̀-èdè Nàìjíríà fikún ẹ̀bùn owó àwọn olùdíje tí wọ́n gbàmì ẹ̀yẹ òlìmpíkì…		. 
    
				Ìjọba orílẹ̀-èdè Nàìjíríà ti fikún ẹ̀bun owó  àwọn olùdíje Nàìjíríà, ní Òlíńpíkì,Tokyo 2020, ti ń lọ lọ́wọ́ báyìí ní ìlọ́po mẹ́ta.

Oludari, apapọ ati Ẹka Awọn elere idaraya, FEAD ti Ile -iṣẹ Idagbasoke Awọn…			"
1661,981.0,World,"
			Àgbò tó fẹ̀yìn rìn, agbára ló lọ mú wá,Chelsea gbẹ̀san ìyà F.A CUP padà lára Leicester		. 
    
				Ṣe àgbò to fẹyin ni , agbara ló lọ mú wá, eyi lo difa fun ikọ agbabọọlu Chelsea ti wọn padanu ife ẹyẹ F.A , nigba ti ikọ agbabọọlu Leicester City fẹyin wọn janlẹ. Amọsa, ikọ agbabọọlu  Chelsea naa pada lọ tun ara mu ,ti wọn si  fi…			"
1662,982.0,Sport,"
			Lẹ́yìn ọdún mọ́kàndílógún ,pápá eré ìdárayá,National Stadium,yóò gba ìsọdọ̀tun ni…		. 
    
				Mínísítà fún ìdàgbàsókè  ọ̀rọ̀ àwọn ọ̀dọ́ àti eré ìdárayá lórílẹ̀ èdè  Nàíjíríà, Sunday Dare, ti ní pápá eré ìdárayá , National Stadium,Surulere tó wà ní ìpínlẹ̀ Eko, yóò gba ìsọdọ̀tun , tí wọn yóò…			"
1663,983.0,Sport,"
			Àṣeyọrí Aláìlẹ́gbẹ́ Morocco Yóò Ran Bọ́ọ̀lù Gbígbá Ilẹ̀ Adulawọ Lọ́wọ́		. 
    
				 

Akọ̀wé gbogbo-gbòò ti CAF Mosengo-Omba ti sọ pé àṣeyọrí ńlá ti ẹgbẹ́ agbábọ́ölù Morocco ní Ìdíje ife àgbáyé tó ńlọ lọ́wọ́ yóò fún ẹgbẹ́ agbábọ́ọ̀lù yókù ní ilẹ̀ Adúláwọ̀ ní ìtara láti lè se dáadáa síi lọ́jọ́ iwájú.

 …			"
1672,992.0,Nigeria,"
			Ẹ Dìbò Fún Olùdíje Tí Yóò Se Àgbédìde Ilé Isẹ́ Ìpèsè Aṣọ		. 
    
				Ẹgbẹ òsìsẹ́ ilé iṣẹ́ ìpèsè asọ, The National Union of Textile, Garment and Tailoring Workers of Nigeria (NUTGTWN) ti se ìkìlọ̀ fún àwọn ọmọ ẹgbẹ́ láti má se dìbò fún olùdíje tí kò bá ní èrò láti se àgbédìde ilé…			"
1675,995.0,World,"
			Ààrẹ Bùhárí  yóò kópa nínú àpèjọ ìdókòwò ní Riyadh		. 
    
				Ààrẹ Bùhárí  yóò kópa nínú àpèjọ ìdókòwò ní Riyadh

Ààrẹ orílẹ̀ -èdè Nàìjíríà, Mùhámmádù Bùhárí yóò lọ sí Riyadh,Saudi Arabia ní ọjọ́ ajé, Ọjọ́ kẹẹ̀dọ́gbọ́n, Oṣù Kẹwàá, láti kópa nínú àpéjọ…			"
1676,996.0,World,"
			Ààrẹ Bùhárí gba ààrẹ orílẹ̀-èdè Turkey lálejò ní ìlú-Àbújá		. 
    
				Ààrẹ  Reccep Tayyip Erdogan orílẹ̀-èdè Turkey ti gúnlẹ̀ sí gbọ̀ngàn ààrẹ  ní Víllà, Àbújá fún àbẹ̀wò ọlọ́jọ́ méjì.

Aarẹ gbalejo Erdogan,ẹni ti o gunlẹ si olu-ilu Naijiria ni deede agogo mẹwa kọja iṣẹju meje owurọ.…			"
1677,997.0,World,"
			Ààrẹ Buhari gbóríyìn fún àjọ UNDP		. 
    
				Aarẹ Muhammadu  Buhari ti gboriyin fun isẹ takun-takun ti  ẹ̀ka ajọ agbaye to n mojuto eto idagbasoke  n se lorilẹ ede Naijiria papaap julọ lati pese awujọ to se e gbe fun awon to wa ni ẹkun ila oorun Ariwa orilẹ ede Naijiria.

Aarẹ sọrọ…			"
1678,998.0,World,"
			Ààrẹ Bùhárí gúnlẹ̀ sí Addis Ababa fún ìfilọ́lẹ̀ Prime Mínisità		. 
    
				Ààrẹ Mùhámmádù Bùhárí gúnlẹ̀ sí orílẹ̀-èdè  Addis Ababa, olú-ìlú Ètíópíà, ní ọjọ́ àìkú, fún ìfilọ́lẹ̀ Prime Mínisità Abiy Ahmed fún  ọdún márùn ún mìíràn ní ọ́fíísì.

Ọkọ ofurufuu aarẹ, Nigerian…			"
1680,1000.0,World,"
			Nàìjíríà  kí  orílẹ̀- èdè China kú oríire  ayẹyẹ ọdún kejì –lé-  làádọ́rin		. 
    
				Ààrẹ Mùhámmádù Bùhárí ti fi ìdùnnú rẹ̀ hàn  sí Ààrẹ Xi Jinping, fún ìrántí àseyẹ ọdún kejì – lé – láàdọ́rin  Orílẹ̀ -èdè  China, èyí tí ó wáyé ní ọjọ́ kínní, Oṣù Kẹwàá, Ọdún 2021.

Aarẹ   yin fun…			"
1683,1003.0,World,"
			Àwọn ológun fipá gbàjọba ní orílẹ̀-èdè Guinea		. 
    
				Ìjọba orílẹ -èdè Nàìjíríà  bẹnu àtẹ́ lu ìfipá gbàbjọba tó wáyé ní orílẹ̀-èdè Guinea Ní ọjọ́ kẹfà, Oṣù Kẹsàn án, ọdún 2021, ó ṣe àpèjúwe rẹ̀ gẹ́gẹ́ bíi “ó jẹ́ ìfọwọ́ pòfin  Ìlànà àjọ tó ń mójútó…			"
1684,1004.0,World,"
			Ìdíje ẹrẹ́ bọ́ọ̀lù ìfẹsẹ̀wọnsẹ̀ àgbáyé: Rohr pe ikọ̀ agbábọ́ọ̀lù Super Eagles ọgbọ̀n (30)		. 
    
				Bi idije ere bọọlu ifẹsẹwọnsẹ ti agbaye yii se n sunmọ itosi,, akọnimọọngba  fun ikọ agbaabọọlu Super Eagles, Gernot Rohr ti pe awọn agbabọọlu ọgbọn (30)  ti yoo maa kopa ninu idije ere bọọlu agbaye (FIFA World Cup qualifying) ti yoo maa…			"
1685,,Entertainment,"
			BBTitans: Blaqboi Di Olórí Ilé Tuntun		. 
    
				 

Méjì nínú àwọn alábágbélépọ̀ ti Big Brother Titans, Ipeleng àti Blaqboi ti di olórí ilé tuntun alájọsepọ̀ ti eré
ìgbéwò òdodo tó ń lọ lọ́wọ́.

Bí eré náà se ń parí lọ, ìdíje olórí ilé náà ń le síi, gbogbo olùkópa ló ń múra láti…			"
1686,,Entertainment,"
			Gbajúgbajà Òṣèré Tíátà, Fádèyí Olóró Jáde Láyé		. 
    
				 

Gbajúgbajà òṣèré tíátà, Arówósafé, ti ọ̀pọ̀ ènìyàn mọ̀ sí Bàbá Fádèyí Olóró ti jáde láyé.

 

Ọmọbìnrin Fádèyí Olóró, Bídèmí Olúwáfúnkẹ́ fi ìdí ìròyìn náà múlẹ ní alẹ́ ọjọ́ Ìṣẹ́gun lórí aago.

 

Ó sọ ní àìpẹ́ yí…			"
1690,,Entertainment,"
			Don Crucifix Fakọyọ Jùlọ Gẹ́gẹ́ Bíi Olùkópa Nínú Eré		. 
    
				Olùkópa nínú eré kan tí à ń pe orúkọ rẹ̀ ní Tùmínínú Olúyọ̀lé ti gbégbá orókè tí wọ́n sì gbé òsùbà fún-un níbi ayẹyẹ fífi nǹkan ìsẹ̀mbáyé hàn, léyìí tí ó tún fún àwọn olùkọ eré ní ànfààní…			"
1692,,Entertainment,"
			Valentine: Àwọn olólùfẹ́ Davido pèsè oúnjẹ fún àwọn aláìní		. 
    
				Àwọn olólùfẹ́ gbajúgbajà akọrin Davido ,gbé ayẹyẹ lọ sí orí títì láti fìfẹ́ hàn sí àwọn ọmọ Nàìjíríà tókù fún ayẹye àyájọ́ olólùfẹ́.

Àwọn olólùfẹ́ Davido lábẹ́ Àsìá  30 Billion Gang, ní ọjọ́…			"
1693,,Entertainment,"
			Fúnkẹ́ Akíndélé Sọ̀rọ̀ Látàrí Ikú Ìyá Rẹ		. 
    
				 

Oǹdíje igbákejì Gómìnà lábẹ́ ẹgbẹ́ òṣèlú Peoples Democratic Party (PDP) ní Ìpínlẹ̀ Èkó, Funke Akindele ti fọhùn látàrí ikú ìyá rẹ̀ Dokita, RB Adebanjo-Akindele.

Nínú àtẹ̀jáde Instagramu rẹ̀, Funkẹ se ìrántí ìyá rẹ̀ ní ìgbàtí ó…			"
1694,,Entertainment,"
			Emir Kontagora Gba Ọ̀pá Àṣẹ		. 
    
				Gómìnà Abubakar Bello ti Ìpínlẹ̀ Niger ti fún Sarkin Sudan ẹlẹ́ẹ̀kejì ti Ìlú Kontagora, Aláyélúwà Alhaji Muhammed Barau Mu’azu II ní ọ̀pà àṣẹ.

 

Gómìnà Sanni Bello lo ànfààní ayẹyẹ náà láti pe àwọn Ọba…			"
1695,,World,"
			Àwọn Ọmọ Ògún Russia Mú Misaili Ukraine Mẹ́tà Bálẹ̀ Ní Belgorod		. 
    
				Vyacheslav Gladkov, Gómìnà tí Belgorod, Àgbègbè Gúsù tí Russia tó wà làgbègbè Ukraine, sọ pé o kéré jù ènìyàn kàn ní o fí àrà gb'ọgbẹ lẹyìn tí àwọn ológun Russia tí mú misaili mẹ́ta bálẹ̀ ní ọjọ́ Ajé.

 Awọn èèrùn rẹ̀ ló kọlù àwọn òpó…			"
1696,,World,"
			Kò Sì Àkóso kankan Lórí Ìjà ọ̀pópónà Bakhmut Ní Orílẹ̀-èdè Russia.		. 
    
				Ijà nlọ lọ́wọ́ ní òpópónà bakhmut láàrín orílẹ̀-èdè russian àti ukraine ṣùgbón kò sí ètò àtúnṣe kankan.

Oleksandr marchenko sọ wí pé àwọn ará ìlú tó tó ẹgbẹ̀rún mérin ni wón n gbé ilé tí kò sí iná mọnamọna àti gáàsì .

Bakhmut tí n…			"
1698,,World,"
			Rògbòdìyàn Russia-Ukraine Ní Yóò Kópa Nlá Níbí Ìpàdé G20		. 
    
				Rògbòdìyàn láàárín Russia àtí Ukraine ní yóò jẹ́ apakan pàtàkì tí wọ́n yóò jíròrò lè lórí níbí ìpàdé àwọn Mínísítà ilẹ̀ òkèèrè G20, ṣùgbọ́n India tó jẹ́ olugbalejo ṣé ìdánilójú náà látí ẹnu Mínísítà ilẹ̀ òkèèrè Vinay Kwatra pé, àwọn…			"
1700,,World,"
			Ilé-Iṣẹ́ Ericsson Da Òṣìṣẹ̀ Sílẹ̀ Ní Orílẹ̀ Èdè Sweden		. 
    
				Ilé-Iṣẹ́ Ericsson ti parí ètò láti da àwọn òṣìṣẹ́ rẹ̀ tí ó tó ẹgbẹ̀rún kan lé irinwó (1400) sílẹ̀, gẹ́gẹ́ bíi èrò-ń-gbà rẹ̀ láti dí ìnáwó àti ohun àmúsisẹ́ kù.

 

Gẹ́gẹ́ bí ó tí se sọ, ó ní òun ti sọ…			"
